p_brand;p_nr;p_cluster{0};p_name;p_name_keyword;p_name_proper;p_text;p_comp[composition];p_comp[care];p_tag[gender];p_tag[ageGroup];p_tag[season];p_tag[sizeGrid];a_nr;a_ean;a_prodnr;a_comp[size];a_comp[brandcolour];a_tag[colour];a_media[image]{0};a_media[image]{1};a_media[image]{2};a_media[image]{3};a_media[image]{4};a_media[image]{5};a_media[image]{6};a_media[image]{7};a_active;a_active[zafd];a_vk[zafd];a_vk_old[zafd];a_active[zafb];a_vk[zafb];a_vk_old[zafb];a_active[zafh];a_vk[zafh];a_vk_old[zafh];a_active[zaff];a_vk[zaff];a_vk_old[zaff];a_active[zafn];a_vk[zafn];a_vk_old[zafn];a_active[zazfspl];a_vk[zazfspl];a_vk_old[zazfspl];a_active[zafa];a_vk[zafa];a_vk_old[zafa];a_active[zazi];a_vk[zazi];a_vk_old[zazi];a_active[zazfsdk];a_vk[zazfsdk];a_vk_old[zazfsdk];a_active[zazfsfi];a_vk[zazfsfi];a_vk_old[zazfsfi];a_active[zafe];a_vk[zafe];a_vk_old[zafe];a_active[zazfscz];a_vk[zazfscz];a_vk_old[zazfscz];a_active[zazfsee];a_vk[zazfsee];a_vk_old[zazfsee];a_active[zazfshr];a_vk[zazfshr];a_vk_old[zazfshr];a_active[zazfslt];a_vk[zazfslt];a_vk_old[zazfslt];a_active[zazfslv];a_vk[zazfslv];a_vk_old[zazfslv];a_active[zazfsse];a_vk[zazfsse];a_vk_old[zazfsse];a_active[zazfssi];a_vk[zazfssi];a_vk_old[zazfssi];a_active[zazfssk];a_vk[zazfssk];a_vk_old[zazfssk];a_active[zazfshu];a_vk[zazfshu];a_vk_old[zazfshu];a_active[zazfsro];a_vk[zazfsro];a_vk_old[zazfsro];a_active[zazfscd];a_vk[zazfscd];a_vk_old[zazfscd];a_active[zazfscf];a_vk[zazfscf];a_vk_old[zazfscf];a_active[zalandomain];a_vk[zalandomain];a_vk_old[zalandomain];a_stock;a_org_country;a_intrastat;p_bullet{0};p_bullet{1};p_bullet{2};p_bullet{3};p_bullet{4};p_bullet{5};p_bullet{6};p_bullet{7};p_bullet{8};p_bullet{9};p_bullet{10};p_bullet{11};p_bullet{12};p_bullet{13};p_bullet{14};p_comp[Faux_fur_collar_material];p_comp[filling];p_comp[inner_jacket_lining];p_comp[inner_jacket_padding];p_comp[insertMaterial];p_comp[lining];p_comp[upper_material_sleeves];a_weight;p_comp[Representative_EU];p_comp[Representative_brand];p_comp[Representative_email];p_comp[Representative_street];p_comp[Representative_street_number];p_comp[Representative_city];p_comp[Representative_postal_code];p_comp[Representative_country];p_comp[responsible_producer]
KOROSHI;2614MS03;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS03-000027-10;8445962815170;2614MS03-000027;10;AMARILLO / YELLOW;AMARILLO / YELLOW;sync/media/2614MS03_000027_1.jpg;sync/media/2614MS03_000027_2.jpg;sync/media/2614MS03_000027_3.jpg;sync/media/2614MS03_000027_4.jpg;sync/media/2614MS03_000027_5.jpg;sync/media/2614MS03_000027_6.jpg;sync/media/2614MS03_000027_7.jpg;sync/media/2614MS03_000027_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;12.99;12.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614MS03;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS03-000027-12;8445962815187;2614MS03-000027;12;AMARILLO / YELLOW;AMARILLO / YELLOW;sync/media/2614MS03_000027_1.jpg;sync/media/2614MS03_000027_2.jpg;sync/media/2614MS03_000027_3.jpg;sync/media/2614MS03_000027_4.jpg;sync/media/2614MS03_000027_5.jpg;sync/media/2614MS03_000027_6.jpg;sync/media/2614MS03_000027_7.jpg;sync/media/2614MS03_000027_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;12.99;12.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614MS04;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS04-000006-6;8445962815200;2614MS04-000006;6;AZUL / BLUE;AZUL / BLUE;sync/media/2614MS04_000006_1.jpg;sync/media/2614MS04_000006_2.jpg;sync/media/2614MS04_000006_3.jpg;sync/media/2614MS04_000006_4.jpg;sync/media/2614MS04_000006_5.jpg;sync/media/2614MS04_000006_6.jpg;sync/media/2614MS04_000006_7.jpg;sync/media/2614MS04_000006_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;15.99;15.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614MS04;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS04-000006-8;8445962815217;2614MS04-000006;8;AZUL / BLUE;AZUL / BLUE;sync/media/2614MS04_000006_1.jpg;sync/media/2614MS04_000006_2.jpg;sync/media/2614MS04_000006_3.jpg;sync/media/2614MS04_000006_4.jpg;sync/media/2614MS04_000006_5.jpg;sync/media/2614MS04_000006_6.jpg;sync/media/2614MS04_000006_7.jpg;sync/media/2614MS04_000006_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;15.99;15.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614MS04;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS04-000006-10;8445962815224;2614MS04-000006;10;AZUL / BLUE;AZUL / BLUE;sync/media/2614MS04_000006_1.jpg;sync/media/2614MS04_000006_2.jpg;sync/media/2614MS04_000006_3.jpg;sync/media/2614MS04_000006_4.jpg;sync/media/2614MS04_000006_5.jpg;sync/media/2614MS04_000006_6.jpg;sync/media/2614MS04_000006_7.jpg;sync/media/2614MS04_000006_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;15.99;15.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614MS04;Sleeveless boy tank tops;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Boy's sleeveless t-shirt;Printed sleeveless t-shirt. Composition 100% cotton.;100% Cotton;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Sleeveless boy tank tops [6-7 8-9 10-11 12-13];2614MS04-000006-12;8445962815231;2614MS04-000006;12;AZUL / BLUE;AZUL / BLUE;sync/media/2614MS04_000006_1.jpg;sync/media/2614MS04_000006_2.jpg;sync/media/2614MS04_000006_3.jpg;sync/media/2614MS04_000006_4.jpg;sync/media/2614MS04_000006_5.jpg;sync/media/2614MS04_000006_6.jpg;sync/media/2614MS04_000006_7.jpg;sync/media/2614MS04_000006_8.jpg;1;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;129.0;129.0;1;25.99;25.99;1;25.99;25.99;1;209.0;209.0;1;25.99;25.99;1;15.99;15.99;1;669.0;669.0;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;25.99;25.99;1;319.0;319.0;1;25.99;25.99;1;25.99;25.99;1;10710.0;10710.0;1;139.0;139.0;1;25.9;25.9;1;25.9;25.9;1;25.99;25.99;2;BD;61091000;;;;;;;;;;;;;;;;;;;;100% Cotton;;100% Cotton;0.155;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS01;Shorts for boys;Shorts for boys;Shorts for boys;Shorts for boys;Denim shorts. Adjustable elastic waistband with drawstring composition 75% cotton 24% polyester 1% elastane;75%Algodon 24%Poliester 1%Elastano;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS01-000301-6;8445962824967;2614PS01-000301;6;AZUL MED / MEDIUM BLUE;AZUL MED / MEDIUM BLUE;sync/media/2614PS01_000301_1.jpg;sync/media/2614PS01_000301_2.jpg;sync/media/2614PS01_000301_3.jpg;sync/media/2614PS01_000301_4.jpg;sync/media/2614PS01_000301_5.jpg;sync/media/2614PS01_000301_6.jpg;sync/media/2614PS01_000301_7.jpg;sync/media/2614PS01_000301_8.jpg;1;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;199.0;199.0;1;39.99;39.99;1;39.99;39.99;1;319.0;319.0;1;39.99;39.99;1;29.99;29.99;1;1019.0;1019.0;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;479.0;479.0;1;39.99;39.99;1;39.99;39.99;1;16480.0;16480.0;1;209.0;209.0;1;39.9;39.9;1;39.9;39.9;1;39.99;39.99;2;CN;61034200;;;;;;;;;;;;;;;;;;;;75%Algodon 24%Poliester 1%Elastano;;75%Algodon 24%Poliester 1%Elastano;0.25;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS01;Shorts for boys;Shorts for boys;Shorts for boys;Shorts for boys;Denim shorts. Adjustable elastic waistband with drawstring composition 75% cotton 24% polyester 1% elastane;75%Algodon 24%Poliester 1%Elastano;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS01-000301-8;8445962824974;2614PS01-000301;8;AZUL MED / MEDIUM BLUE;AZUL MED / MEDIUM BLUE;sync/media/2614PS01_000301_1.jpg;sync/media/2614PS01_000301_2.jpg;sync/media/2614PS01_000301_3.jpg;sync/media/2614PS01_000301_4.jpg;sync/media/2614PS01_000301_5.jpg;sync/media/2614PS01_000301_6.jpg;sync/media/2614PS01_000301_7.jpg;sync/media/2614PS01_000301_8.jpg;1;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;199.0;199.0;1;39.99;39.99;1;39.99;39.99;1;319.0;319.0;1;39.99;39.99;1;29.99;29.99;1;1019.0;1019.0;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;479.0;479.0;1;39.99;39.99;1;39.99;39.99;1;16480.0;16480.0;1;209.0;209.0;1;39.9;39.9;1;39.9;39.9;1;39.99;39.99;2;CN;61034200;;;;;;;;;;;;;;;;;;;;75%Algodon 24%Poliester 1%Elastano;;75%Algodon 24%Poliester 1%Elastano;0.25;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS01;Shorts for boys;Shorts for boys;Shorts for boys;Shorts for boys;Denim shorts. Adjustable elastic waistband with drawstring composition 75% cotton 24% polyester 1% elastane;75%Algodon 24%Poliester 1%Elastano;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS01-000301-10;8445962824981;2614PS01-000301;10;AZUL MED / MEDIUM BLUE;AZUL MED / MEDIUM BLUE;sync/media/2614PS01_000301_1.jpg;sync/media/2614PS01_000301_2.jpg;sync/media/2614PS01_000301_3.jpg;sync/media/2614PS01_000301_4.jpg;sync/media/2614PS01_000301_5.jpg;sync/media/2614PS01_000301_6.jpg;sync/media/2614PS01_000301_7.jpg;sync/media/2614PS01_000301_8.jpg;1;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;199.0;199.0;1;39.99;39.99;1;39.99;39.99;1;319.0;319.0;1;39.99;39.99;1;29.99;29.99;1;1019.0;1019.0;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;479.0;479.0;1;39.99;39.99;1;39.99;39.99;1;16480.0;16480.0;1;209.0;209.0;1;39.9;39.9;1;39.9;39.9;1;39.99;39.99;2;CN;61034200;;;;;;;;;;;;;;;;;;;;75%Algodon 24%Poliester 1%Elastano;;75%Algodon 24%Poliester 1%Elastano;0.25;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS01;Shorts for boys;Shorts for boys;Shorts for boys;Shorts for boys;Denim shorts. Adjustable elastic waistband with drawstring composition 75% cotton 24% polyester 1% elastane;75%Algodon 24%Poliester 1%Elastano;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS01-000301-12;8445962824998;2614PS01-000301;12;AZUL MED / MEDIUM BLUE;AZUL MED / MEDIUM BLUE;sync/media/2614PS01_000301_1.jpg;sync/media/2614PS01_000301_2.jpg;sync/media/2614PS01_000301_3.jpg;sync/media/2614PS01_000301_4.jpg;sync/media/2614PS01_000301_5.jpg;sync/media/2614PS01_000301_6.jpg;sync/media/2614PS01_000301_7.jpg;sync/media/2614PS01_000301_8.jpg;1;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;199.0;199.0;1;39.99;39.99;1;39.99;39.99;1;319.0;319.0;1;39.99;39.99;1;29.99;29.99;1;1019.0;1019.0;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;479.0;479.0;1;39.99;39.99;1;39.99;39.99;1;16480.0;16480.0;1;209.0;209.0;1;39.9;39.9;1;39.9;39.9;1;39.99;39.99;2;CN;61034200;;;;;;;;;;;;;;;;;;;;75%Algodon 24%Poliester 1%Elastano;;75%Algodon 24%Poliester 1%Elastano;0.25;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS02;Shorts for boys;Boys' shorts;Boys' shorts;Boys' shorts;Cargo shorts. Composition 98% cotton 2% elastane;98% Cotton, 2% Elastane;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS02-000014-6;8445962815255;2614PS02-000014;6;KAKI / KHAKI;KAKI / KHAKI;sync/media/2614PS02_000014_1.jpg;sync/media/2614PS02_000014_2.jpg;sync/media/2614PS02_000014_3.jpg;sync/media/2614PS02_000014_4.jpg;sync/media/2614PS02_000014_5.jpg;sync/media/2614PS02_000014_6.jpg;sync/media/2614PS02_000014_7.jpg;sync/media/2614PS02_000014_8.jpg;1;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;179.0;179.0;1;35.99;35.99;1;35.99;35.99;1;289.0;289.0;1;35.99;35.99;1;25.99;25.99;1;919.0;919.0;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;439.0;439.0;1;35.99;35.99;1;35.99;35.99;1;14830.0;14830.0;1;189.0;189.0;1;35.9;35.9;1;35.9;35.9;1;35.99;35.99;2;IN;62034235;;;;;;;;;;;;;;;;;;;;98% Cotton, 2% Elastane;;98% Cotton, 2% Elastane;0.225;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS02;Shorts for boys;Boys' shorts;Boys' shorts;Boys' shorts;Cargo shorts. Composition 98% cotton 2% elastane;98% Cotton, 2% Elastane;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS02-000014-8;8445962815262;2614PS02-000014;8;KAKI / KHAKI;KAKI / KHAKI;sync/media/2614PS02_000014_1.jpg;sync/media/2614PS02_000014_2.jpg;sync/media/2614PS02_000014_3.jpg;sync/media/2614PS02_000014_4.jpg;sync/media/2614PS02_000014_5.jpg;sync/media/2614PS02_000014_6.jpg;sync/media/2614PS02_000014_7.jpg;sync/media/2614PS02_000014_8.jpg;1;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;179.0;179.0;1;35.99;35.99;1;35.99;35.99;1;289.0;289.0;1;35.99;35.99;1;25.99;25.99;1;919.0;919.0;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;439.0;439.0;1;35.99;35.99;1;35.99;35.99;1;14830.0;14830.0;1;189.0;189.0;1;35.9;35.9;1;35.9;35.9;1;35.99;35.99;2;IN;62034235;;;;;;;;;;;;;;;;;;;;98% Cotton, 2% Elastane;;98% Cotton, 2% Elastane;0.225;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS02;Shorts for boys;Boys' shorts;Boys' shorts;Boys' shorts;Cargo shorts. Composition 98% cotton 2% elastane;98% Cotton, 2% Elastane;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS02-000014-10;8445962815279;2614PS02-000014;10;KAKI / KHAKI;KAKI / KHAKI;sync/media/2614PS02_000014_1.jpg;sync/media/2614PS02_000014_2.jpg;sync/media/2614PS02_000014_3.jpg;sync/media/2614PS02_000014_4.jpg;sync/media/2614PS02_000014_5.jpg;sync/media/2614PS02_000014_6.jpg;sync/media/2614PS02_000014_7.jpg;sync/media/2614PS02_000014_8.jpg;1;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;179.0;179.0;1;35.99;35.99;1;35.99;35.99;1;289.0;289.0;1;35.99;35.99;1;25.99;25.99;1;919.0;919.0;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;439.0;439.0;1;35.99;35.99;1;35.99;35.99;1;14830.0;14830.0;1;189.0;189.0;1;35.9;35.9;1;35.9;35.9;1;35.99;35.99;2;IN;62034235;;;;;;;;;;;;;;;;;;;;98% Cotton, 2% Elastane;;98% Cotton, 2% Elastane;0.225;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS02;Shorts for boys;Boys' shorts;Boys' shorts;Boys' shorts;Cargo shorts. Composition 98% cotton 2% elastane;98% Cotton, 2% Elastane;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS02-000014-12;8445962815286;2614PS02-000014;12;KAKI / KHAKI;KAKI / KHAKI;sync/media/2614PS02_000014_1.jpg;sync/media/2614PS02_000014_2.jpg;sync/media/2614PS02_000014_3.jpg;sync/media/2614PS02_000014_4.jpg;sync/media/2614PS02_000014_5.jpg;sync/media/2614PS02_000014_6.jpg;sync/media/2614PS02_000014_7.jpg;sync/media/2614PS02_000014_8.jpg;1;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;179.0;179.0;1;35.99;35.99;1;35.99;35.99;1;289.0;289.0;1;35.99;35.99;1;25.99;25.99;1;919.0;919.0;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;35.99;35.99;1;439.0;439.0;1;35.99;35.99;1;35.99;35.99;1;14830.0;14830.0;1;189.0;189.0;1;35.9;35.9;1;35.9;35.9;1;35.99;35.99;2;IN;62034235;;;;;;;;;;;;;;;;;;;;98% Cotton, 2% Elastane;;98% Cotton, 2% Elastane;0.225;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
KOROSHI;2614PS03;Shorts for boys;Shorts for boys;Shorts for boys;Shorts for boys;Denim shorts. Adjustable elastic waistband with drawstring composition 75% cotton 24% polyester 1% elastane;75%Algodon 24%Poliester 1%Elastano;Machine wash at 30ºC. Do not tumble dry.Do not bleach.Iron at max 110º temperature;Niño;KID;All-season Basic Article;Shorts for boys [6-7 8-9 10-11 12-13];2614PS03-000014-6;8445962825018;2614PS03-000014;6;KAKI / KHAKI;KAKI / KHAKI;sync/media/2614PS03_000014_1.jpg;sync/media/2614PS03_000014_2.jpg;sync/media/2614PS03_000014_3.jpg;sync/media/2614PS03_000014_4.jpg;sync/media/2614PS03_000014_5.jpg;sync/media/2614PS03_000014_6.jpg;sync/media/2614PS03_000014_7.jpg;sync/media/2614PS03_000014_8.jpg;1;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;199.0;199.0;1;39.99;39.99;1;39.99;39.99;1;319.0;319.0;1;39.99;39.99;1;29.99;29.99;1;1019.0;1019.0;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;39.99;39.99;1;479.0;479.0;1;39.99;39.99;1;39.99;39.99;1;16480.0;16480.0;1;209.0;209.0;1;39.9;39.9;1;39.9;39.9;1;39.99;39.99;2;CN;61034200;;;;;;;;;;;;;;;;;;;;75%Algodon 24%Poliester 1%Elastano;;75%Algodon 24%Poliester 1%Elastano;0.25;JUANA ALCALA S.A. CIF.: A62552807. Pol. Ind. Can Salvatella 08210 Barbera del Valles (Barcelona), Spain.;JUANA ALCALA S.A.;soporte@koroshi.tv;Calle Mogoda;06-10;Barbera del Valles;08210;Spain;KOROSHI
